"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","age_group"
71,"management","married","tertiary","no",13297,"no","no","cellular",11,"aug",265,1,190,2,"failure","no","65+"
51,"housemaid","married","primary","no",13292,"no","no","unknown",16,"jun",1238,2,-1,0,"unknown","no","45-54"
45,"blue-collar","married",NA,"no",13265,"no","no","cellular",30,"jul",113,2,-1,0,"unknown","no","35-44"
42,"self-employed","married","secondary","no",13242,"no","no","unknown",9,"jun",149,1,-1,0,"unknown","no","35-44"
60,"management","married","secondary","no",13238,"no","no","cellular",13,"aug",418,4,-1,0,"unknown","no","55-64"
49,"admin.","married","secondary","no",13229,"no","yes","telephone",8,"jul",77,2,-1,0,"unknown","no","45-54"
34,"management","divorced","tertiary","no",13204,"yes","yes","cellular",20,"nov",197,2,-1,0,"unknown","no","25-34"
58,"retired","married","secondary","no",13189,"no","yes","cellular",6,"aug",181,2,-1,0,"unknown","no","55-64"
28,"management","married","tertiary","no",13186,"yes","no","unknown",27,"may",466,2,-1,0,"unknown","no","25-34"
29,"management","married","tertiary","no",13186,"yes","no","cellular",12,"may",322,1,350,2,"failure","no","25-34"
39,"technician","married","secondary","no",13165,"yes","yes","cellular",22,"aug",147,4,-1,0,"unknown","no","35-44"
61,"retired","married","secondary","no",13164,"no","no","cellular",1,"jul",92,1,-1,0,"unknown","no","55-64"
33,"admin.","married","secondary","no",13160,"no","no","cellular",10,"jul",212,1,-1,0,"unknown","no","25-34"
37,"blue-collar","single","secondary","no",13156,"yes","no","unknown",21,"may",240,1,-1,0,"unknown","no","35-44"
45,"blue-collar","married","secondary","no",13156,"no","no","cellular",21,"aug",62,4,-1,0,"unknown","no","35-44"
38,"blue-collar","single","secondary","no",13156,"yes","no","cellular",17,"apr",291,4,331,1,"failure","no","35-44"
46,"services","married","primary","no",13118,"no","no","cellular",5,"aug",414,2,-1,0,"unknown","no","45-54"
45,"blue-collar","married","primary","no",13117,"no","no","unknown",11,"jun",42,2,-1,0,"unknown","no","35-44"
26,"student","single","tertiary","no",13107,"yes","no","cellular",27,"may",112,2,-1,0,"unknown","no","25-34"
27,"student","single","tertiary","no",13107,"yes","no","cellular",6,"apr",661,1,314,2,"failure","yes","25-34"
31,"housemaid","single","secondary","no",13099,"no","no","cellular",29,"aug",6,9,-1,0,"unknown","no","25-34"
56,"retired","divorced","tertiary","no",13094,"no","no","cellular",25,"may",1064,1,-1,0,"unknown","yes","55-64"
51,"technician","married","secondary","no",13089,"no","no","unknown",11,"jun",247,1,-1,0,"unknown","no","45-54"
44,"management","married","secondary","no",13054,"yes","no","unknown",20,"jun",23,7,-1,0,"unknown","no","35-44"
44,"management","married","secondary","no",13054,"yes","no","cellular",11,"may",471,2,174,12,"other","no","35-44"
30,"unknown","single","primary","no",13052,"no","no","unknown",4,"jun",140,1,-1,0,"unknown","no","25-34"
43,"management","married","tertiary","no",13044,"no","no","cellular",18,"aug",36,4,-1,0,"unknown","no","35-44"
43,"management","married","tertiary","no",13044,"no","no","cellular",19,"nov",215,1,93,4,"failure","no","35-44"
39,"management","married","tertiary","no",13021,"no","no","cellular",5,"aug",425,2,-1,0,"unknown","no","35-44"
43,"management","married","tertiary","no",13015,"yes","no","cellular",21,"nov",56,1,-1,0,"unknown","no","35-44"
34,"management","single","tertiary","no",13014,"no","no","cellular",13,"aug",738,1,-1,0,"unknown","yes","25-34"
34,"management","single","tertiary","no",13014,"no","no","cellular",12,"feb",637,1,183,1,"success","yes","25-34"
60,"admin.","married","secondary","no",12980,"no","no","cellular",5,"mar",115,1,-1,0,"unknown","yes","55-64"
60,"admin.","married","secondary","no",12980,"no","no","cellular",3,"sep",177,2,182,1,"success","no","55-64"
55,"management","married","tertiary","no",12972,"no","no","telephone",18,"aug",205,1,-1,0,"unknown","yes","45-54"
35,"entrepreneur","single","secondary","no",12961,"yes","no","unknown",21,"may",272,2,-1,0,"unknown","no","25-34"
27,"management","single","tertiary","no",12956,"yes","no","unknown",29,"may",789,3,-1,0,"unknown","yes","25-34"
28,"management","single","tertiary","no",12956,"yes","no","cellular",2,"jul",940,1,399,3,"success","yes","25-34"
37,"housemaid","married","secondary","no",12939,"yes","yes","cellular",16,"jul",39,9,-1,0,"unknown","no","35-44"
37,"housemaid","married","secondary","no",12939,"yes","yes","cellular",3,"feb",77,3,202,9,"failure","no","35-44"
59,"blue-collar","married","secondary","no",12928,"no","no","cellular",8,"aug",66,2,-1,0,"unknown","no","55-64"
38,"technician","single","secondary","no",12926,"yes","no","unknown",3,"jun",280,1,-1,0,"unknown","no","35-44"
38,"technician","single","secondary","no",12926,"yes","no","cellular",6,"apr",271,2,307,1,"failure","no","35-44"
57,"retired","married","secondary","no",12917,"yes","no","unknown",2,"jun",91,3,-1,0,"unknown","no","55-64"
38,"management","married","tertiary","no",12877,"no","no","unknown",17,"jun",118,3,-1,0,"unknown","no","35-44"
30,"management","single","tertiary","no",12857,"yes","no","cellular",6,"nov",150,1,-1,0,"unknown","yes","25-34"
31,"management","single","tertiary","no",12857,"yes","no","cellular",6,"feb",158,1,92,1,"success","yes","25-34"
31,"management","single","tertiary","no",12857,"yes","no","telephone",4,"may",483,4,87,2,"success","yes","25-34"
38,"management","married","tertiary","no",12855,"yes","no","unknown",30,"may",417,1,-1,0,"unknown","no","35-44"
39,"management","married","tertiary","no",12855,"yes","no","cellular",19,"nov",108,4,173,1,"failure","no","35-44"
39,"blue-collar","married","primary","no",12848,"yes","no","unknown",5,"jun",337,2,-1,0,"unknown","no","35-44"
47,"admin.","married","secondary","no",12845,"yes","no","unknown",18,"nov",117,1,-1,0,"unknown","no","45-54"
46,"services","married",NA,"no",12839,"yes","no","cellular",17,"nov",228,4,-1,0,"unknown","no","45-54"
47,"services","married",NA,"no",12839,"yes","no","cellular",7,"may",50,1,171,4,"failure","no","45-54"
66,"retired","married","primary","no",12767,"no","no","telephone",4,"aug",117,2,-1,0,"unknown","no","65+"
45,"technician","married","tertiary","no",12766,"no","no","cellular",22,"aug",129,3,-1,0,"unknown","no","35-44"
30,"entrepreneur","married","secondary","no",12737,"no","yes","cellular",19,"nov",589,2,-1,0,"unknown","yes","25-34"
55,"entrepreneur","married","tertiary","no",12731,"yes","no","cellular",16,"jul",159,6,-1,0,"unknown","no","45-54"
32,"blue-collar","married","primary","no",12705,"yes","no","cellular",20,"nov",211,1,-1,0,"unknown","no","25-34"
33,"admin.","single","tertiary","no",12704,"yes","no","cellular",21,"nov",246,2,-1,0,"unknown","no","25-34"
30,"blue-collar","married","secondary","no",12697,"yes","yes","unknown",19,"may",95,1,-1,0,"unknown","no","25-34"
32,"management","single","tertiary","no",12686,"yes","no","unknown",3,"jun",54,1,-1,0,"unknown","no","25-34"
32,"management","single","tertiary","no",12686,"yes","no","cellular",20,"nov",176,1,170,1,"failure","no","25-34"
33,"management","single","tertiary","no",12686,"yes","no","cellular",5,"may",470,2,166,2,"failure","no","25-34"
55,"management","married","tertiary","no",12675,"no","no","cellular",19,"nov",195,2,-1,0,"unknown","no","45-54"
35,"admin.","married","tertiary","no",12634,"no","no","cellular",20,"nov",114,1,-1,0,"unknown","no","25-34"
43,"blue-collar","married","primary","no",12618,"yes","no","cellular",19,"nov",25,1,-1,0,"unknown","no","35-44"
31,"management","single","tertiary","no",12607,"no","no","cellular",22,"may",150,1,-1,0,"unknown","no","25-34"
32,"management","single","tertiary","no",12607,"no","no","cellular",14,"aug",203,5,84,1,"failure","no","25-34"
42,"technician","divorced","secondary","no",12584,"no","no","cellular",19,"aug",21,25,-1,0,"unknown","no","35-44"
37,"admin.","single","tertiary","no",12581,"no","no","unknown",16,"jun",155,4,-1,0,"unknown","no","35-44"
30,"management","single","tertiary","no",12569,"no","no","cellular",18,"nov",87,1,-1,0,"unknown","no","25-34"
31,"management","single","tertiary","no",12569,"no","no","cellular",9,"sep",344,1,295,1,"failure","yes","25-34"
32,"management","single","tertiary","no",12569,"no","no","cellular",1,"jul",561,2,295,2,"success","yes","25-34"
56,"technician","single","tertiary","no",12539,"no","no","cellular",18,"nov",259,1,-1,0,"unknown","no","55-64"
47,"technician","married","primary","no",12531,"yes","no","unknown",30,"may",888,3,-1,0,"unknown","no","45-54"
49,"technician","married","secondary","no",12531,"no","no","cellular",13,"aug",77,8,-1,0,"unknown","no","45-54"
50,"blue-collar","married","primary","no",12519,"yes","no","unknown",18,"oct",37,1,-1,0,"unknown","no","45-54"
50,"blue-collar","married","primary","no",12519,"yes","no","cellular",21,"nov",615,3,34,1,"failure","yes","45-54"
50,"blue-collar","married","primary","no",12519,"yes","no","cellular",17,"apr",146,2,147,4,"success","no","45-54"
50,"unemployed","married","secondary","no",12495,"yes","no","cellular",4,"feb",279,2,-1,0,"unknown","no","45-54"
49,"management","married","tertiary","no",12482,"yes","yes","unknown",13,"may",46,3,-1,0,"unknown","no","45-54"
59,"retired","married","secondary","no",12438,"no","no","cellular",5,"aug",91,1,-1,0,"unknown","no","55-64"
39,"management","single","tertiary","no",12437,"no","no","telephone",18,"nov",40,1,-1,0,"unknown","no","35-44"
40,"management","married","tertiary","no",12409,"yes","no","cellular",12,"aug",196,2,-1,0,"unknown","no","35-44"
40,"management","married","tertiary","no",12409,"yes","no","cellular",19,"nov",140,1,99,2,"failure","no","35-44"
34,"blue-collar","divorced","tertiary","no",12409,"no","no","cellular",16,"mar",189,1,480,4,"other","no","25-34"
55,"blue-collar","married","secondary","no",12401,"no","no","telephone",5,"nov",111,9,511,4,"other","no","45-54"
44,"management","married","tertiary","no",12392,"yes","no","cellular",13,"may",177,3,343,1,"other","no","35-44"
45,"technician","divorced","secondary","no",12389,"no","yes","cellular",8,"jul",711,1,-1,0,"unknown","no","35-44"
56,"management","married","tertiary","no",12356,"yes","no","cellular",26,"may",410,1,551,5,"other","yes","55-64"
58,"technician","married","tertiary","no",12322,"no","no","telephone",2,"jun",306,2,-1,0,"unknown","no","55-64"
42,"management","married","secondary","no",12282,"yes","no","unknown",2,"jun",984,4,-1,0,"unknown","no","35-44"
47,"admin.","married","tertiary","no",12276,"no","no","unknown",20,"jun",77,5,-1,0,"unknown","no","45-54"
59,"blue-collar","single","secondary","no",12270,"no","no","cellular",20,"nov",180,2,-1,0,"unknown","no","55-64"
32,"self-employed","single","tertiary","no",12269,"no","no","unknown",16,"may",141,1,-1,0,"unknown","no","25-34"
36,"technician","single","secondary","no",12264,"no","no","cellular",12,"apr",158,2,-1,0,"unknown","yes","35-44"
36,"technician","single","secondary","no",12264,"no","no","cellular",11,"oct",285,1,182,2,"success","yes","35-44"
35,"management","married","tertiary","no",12256,"yes","no","cellular",19,"nov",308,4,-1,0,"unknown","no","25-34"
47,"management","married",NA,"no",12245,"no","no","cellular",7,"jul",1103,3,-1,0,"unknown","no","45-54"
49,"admin.","married","secondary","no",12226,"yes","no","cellular",17,"nov",96,2,-1,0,"unknown","no","45-54"
35,"blue-collar","single","secondary","no",12223,"yes","yes","unknown",5,"may",177,1,-1,0,"unknown","no","25-34"
42,"services","married","tertiary","no",12223,"yes","no","cellular",19,"nov",36,1,-1,0,"unknown","no","35-44"
40,"management","married","tertiary","no",12212,"no","no","cellular",19,"nov",100,3,-1,0,"unknown","no","35-44"
60,"admin.","married","secondary","no",12210,"yes","no","unknown",19,"may",256,1,-1,0,"unknown","no","55-64"
32,"blue-collar","single","primary","no",12198,"yes","no","cellular",18,"may",178,1,-1,0,"unknown","yes","25-34"
46,"management","married","secondary","no",12186,"no","no","unknown",20,"jun",29,3,-1,0,"unknown","no","45-54"
58,"services","married","secondary","no",12180,"no","no","unknown",16,"jun",121,5,-1,0,"unknown","no","55-64"
33,"technician","single","secondary","no",12177,"no","no","cellular",18,"aug",76,5,-1,0,"unknown","no","25-34"
54,"self-employed","married","secondary","no",12159,"yes","no","unknown",30,"may",183,2,-1,0,"unknown","no","45-54"
55,"self-employed","married","secondary","no",12159,"yes","no","cellular",20,"nov",142,2,174,2,"failure","no","45-54"
55,"self-employed","married","secondary","no",12159,"yes","no","cellular",8,"apr",179,5,139,4,"failure","no","45-54"
36,"self-employed","married","tertiary","no",12132,"no","no","telephone",21,"nov",146,1,-1,0,"unknown","no","35-44"
37,"blue-collar","single","primary","no",12130,"yes","no","unknown",18,"jun",429,13,-1,0,"unknown","no","35-44"
38,"blue-collar","single","primary","no",12130,"yes","no","cellular",12,"may",455,2,328,13,"failure","no","35-44"
85,"retired","married","primary","no",12114,"no","no","telephone",12,"feb",165,2,-1,0,"unknown","yes","65+"
63,"retired","married","primary","no",12067,"no","no","telephone",20,"oct",2187,1,-1,0,"unknown","no","55-64"
63,"retired","married","primary","no",12067,"no","no","telephone",29,"apr",660,1,191,1,"failure","yes","55-64"
64,"retired","married","primary","no",12067,"no","no","telephone",30,"jul",367,2,92,2,"success","yes","55-64"
51,"technician","married","secondary","no",12061,"yes","no","unknown",13,"may",332,1,-1,0,"unknown","no","45-54"
51,"technician","married","secondary","no",12061,"yes","no","cellular",17,"nov",150,1,188,1,"failure","no","45-54"
57,"management","married","tertiary","no",12048,"no","no","telephone",19,"nov",95,3,-1,0,"unknown","no","55-64"
57,"blue-collar","married","primary","no",12048,"yes","no","cellular",15,"apr",103,2,-1,0,"unknown","no","55-64"
60,"admin.","divorced","secondary","no",12039,"no","no","telephone",8,"apr",236,1,-1,0,"unknown","yes","55-64"
60,"admin.","divorced","secondary","no",12039,"no","no","telephone",12,"oct",261,1,187,1,"success","yes","55-64"
47,"management","divorced","tertiary","no",12026,"yes","no","telephone",27,"oct",251,1,-1,0,"unknown","yes","45-54"
54,"management","divorced","tertiary","no",12018,"yes","no","cellular",21,"dec",267,2,-1,0,"unknown","yes","45-54"
53,"management","married",NA,"no",12001,"no","no","unknown",6,"jun",207,1,-1,0,"unknown","no","45-54"
50,"management","divorced","tertiary","no",11998,"no","no","cellular",21,"nov",349,1,-1,0,"unknown","no","45-54"
44,"management","married","secondary","no",11972,"no","no","unknown",19,"jun",127,1,-1,0,"unknown","no","35-44"
38,"management","single","tertiary","no",11971,"yes","no","cellular",8,"aug",327,3,-1,0,"unknown","no","35-44"
38,"management","single","tertiary","no",11971,"yes","no","unknown",17,"nov",609,2,101,3,"failure","no","35-44"
39,"management","single","tertiary","no",11971,"yes","no","telephone",15,"may",75,10,179,5,"failure","no","35-44"
29,"management","single","tertiary","no",11968,"yes","no","cellular",20,"apr",241,2,-1,0,"unknown","no","25-34"
37,"blue-collar","married","secondary","no",11953,"yes","yes","unknown",29,"may",208,1,-1,0,"unknown","no","35-44"
60,"housemaid","married","primary","no",11904,"no","no","telephone",6,"jul",116,3,-1,0,"unknown","no","55-64"
42,"management","single","tertiary","no",11891,"no","no","cellular",6,"apr",158,1,-1,0,"unknown","yes","35-44"
43,"management","single","tertiary","no",11891,"no","no","cellular",4,"dec",821,5,242,1,"success","yes","35-44"
39,"entrepreneur","married","secondary","no",11887,"no","no","cellular",18,"nov",1181,2,-1,0,"unknown","yes","35-44"
26,"technician","single","tertiary","no",11862,"no","no","cellular",13,"feb",119,1,-1,0,"unknown","yes","25-34"
27,"technician","single","tertiary","no",11862,"no","no","telephone",25,"may",281,5,101,1,"success","no","25-34"
27,"technician","single","tertiary","no",11862,"no","no","cellular",20,"aug",217,1,87,6,"failure","yes","25-34"
27,"technician","single","tertiary","no",11862,"no","no","cellular",25,"nov",285,2,97,7,"success","yes","25-34"
28,"technician","single","tertiary","no",11862,"no","no","cellular",21,"oct",549,2,238,13,"other","yes","25-34"
39,"blue-collar","married","secondary","no",11854,"yes","no","cellular",15,"may",15,9,-1,0,"unknown","no","35-44"
31,"admin.","married","secondary","no",11839,"yes","yes","cellular",20,"nov",533,2,-1,0,"unknown","no","25-34"
39,"management","married","secondary","no",11835,"yes","no","cellular",11,"aug",744,2,-1,0,"unknown","yes","35-44"
31,"management","single","tertiary","no",11821,"no","no","cellular",18,"aug",384,11,-1,0,"unknown","yes","25-34"
50,"technician","married","tertiary","no",11804,"yes","no","unknown",30,"may",83,1,-1,0,"unknown","no","45-54"
32,"management","single","tertiary","no",11797,"yes","no","cellular",11,"aug",95,2,-1,0,"unknown","no","25-34"
39,"unemployed","married","tertiary","no",11787,"no","no","unknown",16,"jun",104,4,-1,0,"unknown","no","35-44"
36,"management","single","tertiary","no",11767,"yes","no","cellular",7,"apr",226,1,-1,0,"unknown","no","35-44"
38,"technician","married","tertiary","no",11766,"yes","no","cellular",19,"nov",280,1,-1,0,"unknown","no","35-44"
39,"technician","married","tertiary","no",11766,"yes","no","cellular",4,"may",15,4,166,1,"failure","no","35-44"
39,"technician","married","tertiary","no",11766,"yes","no","cellular",14,"aug",313,4,102,5,"failure","no","35-44"
40,"technician","married","tertiary","no",11766,"yes","no","cellular",13,"apr",218,2,242,9,"failure","yes","35-44"
44,"self-employed","married","tertiary","no",11757,"no","no","cellular",7,"may",152,2,-1,0,"unknown","no","35-44"
43,"management","married","tertiary","no",11754,"no","no","cellular",7,"aug",352,2,-1,0,"unknown","no","35-44"
34,"technician","married","tertiary","no",11752,"yes","no","cellular",15,"may",149,7,-1,0,"unknown","no","25-34"
55,"management","married","secondary","no",11743,"yes","no","unknown",30,"may",75,1,-1,0,"unknown","no","45-54"
32,"technician","married","secondary","no",11697,"yes","no","unknown",20,"may",296,1,-1,0,"unknown","no","25-34"
54,"admin.","married","primary","no",11686,"yes","yes","cellular",12,"may",114,1,-1,0,"unknown","no","45-54"
36,"management","married","tertiary","no",11675,"yes","no","cellular",20,"nov",48,1,-1,0,"unknown","no","35-44"
35,"blue-collar","single","secondary","no",11671,"no","no","unknown",6,"jun",190,1,-1,0,"unknown","no","25-34"
55,"management","married","secondary","no",11655,"no","no","cellular",5,"aug",114,1,-1,0,"unknown","no","45-54"
52,"management","married","tertiary","no",11650,"yes","no","cellular",17,"nov",48,1,-1,0,"unknown","no","45-54"
36,"services","married","secondary","no",11650,"yes","no","telephone",29,"jul",268,1,-1,0,"unknown","yes","35-44"
31,"blue-collar","single","secondary","no",11639,"yes","no","cellular",7,"may",1191,1,-1,0,"unknown","no","25-34"
57,"housemaid","divorced",NA,"no",11632,"no","no","telephone",30,"apr",71,2,-1,0,"unknown","no","55-64"
60,"technician","divorced","secondary","no",11615,"yes","no","unknown",3,"jun",70,10,-1,0,"unknown","no","55-64"
32,"entrepreneur","married","tertiary","no",11591,"yes","no","cellular",18,"nov",43,1,-1,0,"unknown","no","25-34"
54,"management","married","tertiary","no",11563,"yes","no","cellular",12,"aug",143,2,-1,0,"unknown","no","45-54"
28,"student","single","secondary","no",11555,"no","no","cellular",8,"apr",125,2,-1,0,"unknown","no","25-34"
43,"entrepreneur","married","tertiary","no",11532,"yes","no","telephone",25,"jul",58,1,-1,0,"unknown","no","35-44"
50,"management","married","tertiary","no",11528,"yes","no","unknown",30,"may",57,1,-1,0,"unknown","no","45-54"
32,"unemployed","married","secondary","no",11524,"yes","no","cellular",19,"nov",289,3,-1,0,"unknown","no","25-34"
48,"services","married","secondary","no",11516,"no","no","unknown",11,"jun",399,8,-1,0,"unknown","no","45-54"
31,"services","married","secondary","no",11512,"yes","no","unknown",21,"may",179,1,-1,0,"unknown","no","25-34"
32,"services","married","secondary","no",11512,"yes","no","cellular",20,"nov",301,1,183,1,"failure","no","25-34"
57,"self-employed","married","secondary","no",11494,"no","no","cellular",19,"nov",198,1,-1,0,"unknown","no","55-64"
58,"housemaid","single","secondary","no",11494,"no","no","telephone",4,"mar",220,7,-1,0,"unknown","no","55-64"
54,"entrepreneur","married","tertiary","no",11464,"no","no","unknown",5,"jun",222,1,-1,0,"unknown","no","45-54"
36,"services","married","secondary","no",11462,"yes","no","cellular",20,"nov",993,1,-1,0,"unknown","yes","35-44"
32,"technician","married","secondary","no",11431,"no","no","cellular",12,"aug",141,5,-1,0,"unknown","no","25-34"
35,"technician","single","secondary","no",11423,"yes","no","unknown",23,"may",107,1,-1,0,"unknown","no","25-34"
29,"services","married","secondary","no",11417,"yes","no","unknown",28,"may",272,2,-1,0,"unknown","no","25-34"
54,"management","married","tertiary","no",11391,"no","no","cellular",4,"aug",333,1,-1,0,"unknown","no","45-54"
30,"management","married","secondary","no",11391,"yes","no","cellular",20,"nov",319,1,105,2,"other","no","25-34"
37,"management","married","tertiary","no",11391,"yes","no","cellular",21,"nov",103,1,-1,0,"unknown","no","35-44"
36,"self-employed","married","tertiary","no",11387,"no","no","cellular",15,"apr",134,1,-1,0,"unknown","no","35-44"
37,"self-employed","married","tertiary","no",11387,"no","no","cellular",14,"jan",153,1,225,2,"other","no","35-44"
31,"services","single","secondary","no",11386,"yes","no","cellular",20,"nov",356,1,-1,0,"unknown","no","25-34"
46,"management","married","tertiary","no",11385,"no","no","cellular",24,"mar",269,3,-1,0,"unknown","yes","45-54"
48,"unemployed","married","secondary","no",11371,"yes","no","cellular",3,"feb",109,3,-1,0,"unknown","no","45-54"
48,"unemployed","married","secondary","no",11371,"yes","no","cellular",30,"apr",249,1,86,3,"failure","no","45-54"
34,"management","single","tertiary","no",11350,"yes","no","cellular",20,"nov",159,1,-1,0,"unknown","no","25-34"
34,"management","single","tertiary","no",11350,"yes","no","cellular",15,"may",153,1,176,1,"failure","no","25-34"
49,"blue-collar","married","primary","no",11317,"yes","no","unknown",14,"may",208,1,-1,0,"unknown","no","45-54"
32,"management","single","tertiary","no",11315,"no","no","unknown",23,"may",286,1,-1,0,"unknown","no","25-34"
29,"blue-collar","single","tertiary","no",11310,"yes","no","cellular",30,"jul",436,3,-1,0,"unknown","no","25-34"
47,"blue-collar","married","secondary","no",11305,"no","no","cellular",22,"aug",118,6,-1,0,"unknown","no","45-54"
37,"admin.","married","secondary","no",11303,"no","no","cellular",26,"may",500,2,-1,0,"unknown","no","35-44"
38,"admin.","married","secondary","no",11303,"no","no","cellular",28,"dec",473,2,216,2,"failure","yes","35-44"
48,"unemployed","single",NA,"no",11298,"yes","no","cellular",9,"feb",97,2,-1,0,"unknown","no","45-54"
32,"services","single","secondary","no",11287,"yes","no","cellular",21,"nov",92,7,-1,0,"unknown","no","25-34"
45,"unknown","married","secondary","no",11285,"no","no","unknown",20,"jun",13,5,-1,0,"unknown","no","35-44"
32,"management","married","tertiary","no",11281,"no","no","cellular",19,"nov",155,1,-1,0,"unknown","no","25-34"
30,"management","single","tertiary","no",11278,"no","no","cellular",4,"may",256,3,-1,0,"unknown","no","25-34"
43,"technician","single","secondary","no",11269,"no","no","unknown",29,"may",92,1,-1,0,"unknown","no","35-44"
37,"management","married","tertiary","no",11265,"no","no","unknown",18,"jun",417,1,-1,0,"unknown","no","35-44"
60,"technician","single","primary","no",11262,"no","no","cellular",26,"aug",323,1,-1,0,"unknown","yes","55-64"
57,"retired","married","tertiary","no",11254,"no","no","cellular",30,"jul",229,2,-1,0,"unknown","no","55-64"
54,"management","married","tertiary","no",11246,"no","no","cellular",19,"nov",122,2,-1,0,"unknown","no","45-54"
65,"admin.","married","secondary","no",11240,"yes","no","telephone",28,"oct",149,1,-1,0,"unknown","no","55-64"
51,"technician","single","tertiary","no",11222,"yes","no","unknown",3,"jun",151,7,-1,0,"unknown","no","45-54"
51,"technician","single","tertiary","no",11222,"yes","no","cellular",21,"nov",126,2,171,7,"failure","no","45-54"
34,"housemaid","married","tertiary","no",11219,"no","no","cellular",25,"may",112,1,-1,0,"unknown","no","25-34"
35,"housemaid","married","tertiary","no",11219,"no","no","cellular",12,"aug",699,2,79,1,"failure","no","25-34"
35,"housemaid","married","tertiary","no",11219,"no","no","cellular",23,"feb",135,1,195,3,"failure","no","25-34"
42,"services","divorced","secondary","no",11177,"yes","no","cellular",14,"may",229,6,373,1,"other","no","35-44"
36,"admin.","single","secondary","no",11174,"yes","no","cellular",15,"apr",953,1,-1,0,"unknown","yes","35-44"
33,"management","married","tertiary","no",11149,"yes","no","unknown",21,"may",418,2,-1,0,"unknown","no","25-34"
48,"management","married","secondary","no",11146,"no","no","unknown",6,"jun",136,1,-1,0,"unknown","no","45-54"
34,"technician","married","tertiary","no",11126,"no","no","cellular",25,"aug",140,4,-1,0,"unknown","no","25-34"
42,"technician","single",NA,"no",11115,"no","no","cellular",30,"apr",328,1,-1,0,"unknown","yes","35-44"
42,"technician","single",NA,"no",11115,"no","no","cellular",10,"aug",187,1,102,1,"success","yes","35-44"
43,"technician","single",NA,"no",11115,"no","no","cellular",23,"oct",476,1,74,2,"success","yes","35-44"
43,"technician","single",NA,"no",11115,"no","no","cellular",23,"apr",291,1,182,3,"success","yes","35-44"
44,"technician","single",NA,"no",11115,"no","no","cellular",25,"oct",189,1,185,4,"success","no","35-44"
41,"management","married","tertiary","no",11103,"yes","no","telephone",7,"may",55,1,-1,0,"unknown","no","35-44"
42,"management","married","tertiary","no",11093,"no","no","cellular",2,"feb",156,2,-1,0,"unknown","no","35-44"
40,"blue-collar","married","secondary","no",11084,"no","no","unknown",11,"jun",113,1,-1,0,"unknown","no","35-44"
59,"blue-collar","married","primary","no",11066,"no","no","telephone",14,"apr",86,6,-1,0,"unknown","no","55-64"
44,"technician","married","secondary","no",11016,"no","no","unknown",9,"jun",252,3,-1,0,"unknown","no","35-44"
41,"management","single","tertiary","no",11008,"no","no","unknown",18,"jun",1540,1,-1,0,"unknown","yes","35-44"
42,"management","single","tertiary","no",11008,"no","no","cellular",28,"jul",822,6,405,1,"success","yes","35-44"
51,"management","married","tertiary","no",10995,"yes","no","cellular",19,"nov",220,2,-1,0,"unknown","no","45-54"
44,"blue-collar","single","primary","no",10984,"no","no","unknown",20,"jun",258,18,-1,0,"unknown","no","35-44"
22,"student","single","secondary","no",10971,"no","no","cellular",28,"jun",181,2,-1,0,"unknown","no","<25"
55,"management","married","tertiary","no",10957,"no","no","unknown",11,"jun",514,4,-1,0,"unknown","no","45-54"
44,"management","married","tertiary","no",10950,"yes","no","cellular",7,"aug",84,1,-1,0,"unknown","no","35-44"
52,"housemaid","married","primary","no",10943,"no","no","cellular",16,"sep",292,1,-1,0,"unknown","yes","45-54"
59,"technician","married","secondary","no",10925,"no","no","cellular",21,"apr",100,1,-1,0,"unknown","yes","55-64"
60,"technician","married","secondary","no",10925,"no","no","cellular",23,"oct",270,3,185,1,"success","yes","55-64"
51,"self-employed","divorced","primary","no",10924,"no","no","cellular",6,"may",106,2,-1,0,"unknown","no","45-54"
43,"blue-collar","married","secondary","no",10910,"yes","no","cellular",15,"may",66,2,-1,0,"unknown","no","35-44"
42,"management","single","tertiary","no",10907,"no","no","cellular",4,"may",74,3,-1,0,"unknown","no","35-44"
44,"admin.","married","secondary","no",10905,"no","no","cellular",19,"aug",240,2,271,1,"other","yes","35-44"
34,"technician","single","secondary","no",10890,"no","no","cellular",20,"aug",46,14,-1,0,"unknown","no","25-34"
46,"housemaid","single","primary","no",10889,"no","no","cellular",19,"oct",167,3,-1,0,"unknown","no","45-54"
44,"technician","married","secondary","no",10888,"yes","no","cellular",5,"aug",163,1,-1,0,"unknown","no","35-44"
44,"technician","married","secondary","no",10888,"yes","no","cellular",18,"nov",67,1,105,1,"failure","no","35-44"
30,"management","married","tertiary","no",10884,"no","no","cellular",4,"may",333,2,-1,0,"unknown","yes","25-34"
31,"management","married","tertiary","no",10884,"no","no","cellular",10,"aug",294,3,98,2,"success","yes","25-34"
28,"technician","single","secondary","no",10865,"yes","no","unknown",27,"may",350,3,-1,0,"unknown","no","25-34"
60,"self-employed","married","tertiary","no",10861,"no","no","cellular",10,"aug",419,2,-1,0,"unknown","no","55-64"
60,"self-employed","married","tertiary","no",10861,"no","no","cellular",9,"nov",98,1,91,2,"failure","yes","55-64"
61,"self-employed","married","tertiary","no",10861,"no","no","cellular",26,"jul",336,2,259,3,"success","yes","55-64"
61,"self-employed","married","tertiary","no",10861,"no","no","cellular",25,"oct",225,1,91,5,"success","yes","55-64"
